
 Lista de Imóveis da Caixa;;Data de geração:;13/07/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8555539785124 ;PB ;JOAO PESSOA ;CUIA ;RUA CICERO SOARES DA SILVA, N. 165, Apto 201, BL C ;81.964,82;140.000,00;41.46;Não;Apartamento, 62.20 de área total, 43.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539785124
 8444410866696 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MONTE HOREBE, N. 721, Apto 201, 1º ANDAR ;83.721,21;143.000,00;41.46;Não;Apartamento, 52.50 de área total, 50.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410866696
 8444413907210 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR GILBERTO MORAIS VIEIRA, N. 296, Apto 302, 2º ANDAR ;86.063,06;147.000,00;41.46;Não;Apartamento, 73.33 de área total, 51.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413907210
 8444421119986 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR DJAIR DA SILVA PINTO, N. 108, CASA 110 ;87.819,45;150.000,00;41.46;Não;Casa, 76.50 de área total, 56.50 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421119986
 8444423076320 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 402, BL C ;81.964,82;140.000,00;41.46;Não;Apartamento, 61.25 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423076320
 8444423342712 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MANOEL FELISBERTO DA SILVA, N. 381, Apto 402, 3 ANDAR, BLOCO B ;82.550,28;141.000,00;41.46;Não;Apartamento, 80.73 de área total, 48.36 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423342712
 8444423632320 ;PB ;JOAO PESSOA ;GRAMAME ;RUA LUIZ SPINELLI, N. 721, Apto 302, 2° ANDAR ;83.135,75;142.000,00;41.46;Não;Apartamento, 58.03 de área total, 41.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423632320
 8444424278643 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MANOEL FELISBERTO DA SILVA, N. 381, Apto 104, BL D ;81.964,82;140.000,00;41.46;Não;Apartamento, 80.33 de área total, 48.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424278643
 8444424290643 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAO JORGE DE LIMA, N. 178, Apto 303, 2º ANDAR ;81.964,82;140.000,00;41.46;Não;Apartamento, 60.84 de área total, 52.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424290643
 8444424661358 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MANOEL FELISBERTO DA SILVA, N. 341, Apto 206, BL C ;81.964,82;140.000,00;41.46;Não;Apartamento, 68.82 de área total, 48.16 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424661358
 8444425078990 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAO JORGE DE LIMA, N. 16, Apto 403, ;84.306,67;144.000,00;41.46;Não;Apartamento, 41.92 de área total, 41.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425078990
 8444427117489 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSE MATIAS GUEDES, N. 209, Apto 203, 1° ANDAR ;86.063,06;147.000,00;41.46;Não;Apartamento, 62.44 de área total, 40.87 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427117489
 8444428471219 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CRISTIANE MACHADO, N. 59, Apto 403, ;84.892,14;145.000,00;41.46;Não;Apartamento, 73.95 de área total, 49.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428471219
 8444428589635 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CRISTIANE MACHADO, N. 85, Apto 201, 1 ANDAR ;85.477,60;146.000,00;41.46;Não;Apartamento, 74.10 de área total, 49.20 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428589635
 8444428597115 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAO MARIA DE ARAUJO, N. 1149, Apto 101, ;81.964,82;140.000,00;41.46;Não;Apartamento, 76.57 de área total, 39.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428597115
 8444432563777 ;PB ;JOAO PESSOA ;GRAMAME ;RUA NAIR MARANHAO DE ALMEIDA, N. 282, Apto 106, ;89.283,11;152.500,00;41.46;Não;Apartamento, 53.42 de área total, 38.95 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432563777
 8444436164850 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CARLOS ANDRE FERREIRA NARCIZO, N. 1370, Apto 306, BL B ;86.333,95;147.462,70;41.46;Não;Apartamento, 51.93 de área total, 45.59 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436164850
 8444436224276 ;PB ;JOAO PESSOA ;GRAMAME ;AVENIDA CARLOS ANDRE FERREIRA NARCIZO, N. 1370, Apto 302, 2º ANDAR, BLOCO B ;81.964,82;140.000,00;41.46;Não;Apartamento, 0.00 de área total, 44.28 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436224276
 8787704695212 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 308, BL 16, TIPO A ;83.721,21;143.000,00;41.46;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704695212
 8787709184410 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 108, BLOCO 17 ;86.063,06;147.000,00;41.46;Não;Apartamento, 0.00 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709184410
 8787711341188 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARLUCE BELMONT CAVALCANTE, N. 80, Apto 101B, BL 03 ;88.404,91;151.000,00;41.46;Não;Apartamento, 69.17 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711341188
 8787712507268 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 101, TP B BL 21 ;87.819,45;150.000,00;41.46;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712507268
 8787715668203 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 204, BL 23 ;90.746,77;155.000,00;41.46;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715668203
 8787716254801 ;PB ;JOAO PESSOA ;GRAMAME ;RUA PROFESSORA SEVERINA RAMOS DE AZEVEDO, N. 261, Apto 205, BL D ;83.135,75;142.000,00;41.46;Não;Apartamento, 60.06 de área total, 41.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716254801
 8787716289184 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSE PIRES BEJAMIM, N. 243, Apto 403, 3 ANDAR ;81.964,82;140.000,00;41.46;Não;Apartamento, 49.83 de área total, 49.82 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716289184
 8787717063260 ;PB ;JOAO PESSOA ;GRAMAME ;RUA NIZA SIQUEIRA DE MELO, N. 276, Apto 405, 3 ANDAR ;90.746,77;155.000,00;41.46;Não;Apartamento, 70.31 de área total, 46.90 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717063260
 8787717647807 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 204, BL 27 ;85.477,60;146.000,00;41.46;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717647807
 8787717885171 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 330, Apto 101, BL A ;85.770,33;146.500,00;41.46;Não;Apartamento, 72.06 de área total, 49.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717885171
 8787718118310 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 379, Apto 303, 2 ANDAR BL A ;84.306,67;144.000,00;41.46;Não;Apartamento, 42.96 de área total, 42.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718118310
 8787718243610 ;PB ;JOAO PESSOA ;GRAMAME ;RUA NIZA SIQUEIRA DE MELO, N. 265, Apto 301, PAV 02 ;87.819,45;150.000,00;41.46;Não;Apartamento, 0.00 de área total, 43.80 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718243610
 8787718480566 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 379, Apto 105, BL A ;88.404,91;151.000,00;41.46;Não;Apartamento, 69.75 de área total, 45.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718480566
 8787718492084 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 330, Apto 203, BL D PAV 1 ;87.819,45;150.000,00;41.46;Não;Apartamento, 53.63 de área total, 43.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718492084
 8787718954339 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 330, Apto 206, BLOCO C ;81.964,82;140.000,00;41.46;Não;Apartamento, 43.38 de área total, 43.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718954339
 8787719048498 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MANOEL FELISBERTO DA SILVA, N. 501, Apto 204, 1º ANDAR, BLOCO E ;81.964,82;140.000,00;41.46;Não;Apartamento, 84.59 de área total, 51.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719048498
 8787719064825 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARIA EMILIA DE ALMEIDA WANDERLEY, N. 88, Apto 102, ;81.379,36;139.000,00;41.46;Não;Apartamento, 93.67 de área total, 40.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719064825
 8787719172369 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARIA EMILIA DE ALMEIDA WANDERLEY, N. 88, Apto 301, ;89.575,84;153.000,00;41.46;Não;Apartamento, 62.76 de área total, 45.61 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719172369
 8787720111670 ;PB ;JOAO PESSOA ;GRAMAME ;RUA LUIZ SPINELLI, N. 712, Apto 302, 2° ANDAR ;85.477,60;146.000,00;41.46;Não;Apartamento, 61.63 de área total, 42.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720111670
 8444420447068 ;PB ;JOAO PESSOA ;PARATIBE ;RUA JOAO GONCALVES RIBEIRO, N. 120, Apto 406, 3º ANDAR, BL D ;81.964,82;140.000,00;41.46;Não;Apartamento, 65.02 de área total, 47.00 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420447068
 8444424455480 ;PB ;JOAO PESSOA ;PARATIBE ;RUA JOAO GONCALVES RIBEIRO, N. 39, Apto 104, ;88.404,91;151.000,00;41.46;Não;Apartamento, 61.23 de área total, 49.87 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424455480
 8444426334729 ;PB ;JOAO PESSOA ;PARATIBE ;RUA FRANCISCO DE ASSIS DIAS, N. 80, Apto 304, 2º ANDAR, BLOCO A ;84.306,67;144.000,00;41.46;Não;Apartamento, 65.49 de área total, 43.24 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426334729
 8444430915285 ;PB ;JOAO PESSOA ;PARATIBE ;RUA FRANCISCO DE ASSIS DIAS, N. 80, Apto 205, 1º ANDAR, BLOCO F ;83.721,21;143.000,00;41.46;Não;Apartamento, 65.49 de área total, 43.24 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430915285
 8444434611493 ;PB ;JOAO PESSOA ;PARATIBE ;RUA DOS CACIQUES, N. 64, Apto 403, ;81.964,82;140.000,00;41.46;Não;Apartamento, 65.46 de área total, 36.74 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434611493
 8444436832101 ;PB ;JOAO PESSOA ;PARATIBE ;RUA MATILDE TAVARES DE ALEXANDRIA BEZERR, N. 175, Apto 104, TERREO ;90.746,77;155.000,00;41.46;Não;Apartamento, 42.19 de área total, 38.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436832101
 8787707892256 ;PB ;JOAO PESSOA ;PARATIBE ;RUA PAU FERRO, N. 293, Apto 203, BL B ;85.988,47;146.872,59;41.46;Não;Apartamento, 93.75 de área total, 55.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707892256
 8787715888327 ;PB ;JOAO PESSOA ;PARATIBE ;RUA OLAVO PESSOA DE AMORIM, N. 121, Apto 202, ;86.941,26;148.500,00;41.46;Não;Apartamento, 0.00 de área total, 42.27 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715888327
 8787717254392 ;PB ;JOAO PESSOA ;PARATIBE ;RUA FRANCISCO DE ASSIS DIAS, N. 80, Apto 103, BL G ;81.964,82;140.000,00;41.46;Não;Apartamento, 65.49 de área total, 43.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717254392
 8444420574205 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;AVENIDA CUIABA, N. 47, Apto 107, ;81.964,82;140.000,00;41.46;Não;Apartamento, 55.04 de área total, 47.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420574205
 8555535245982 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;RUA HERMENEGILDO FRANCISCO DA CRUZ, N. 120, Apto 109, ;90.746,77;155.000,00;41.46;Não;Apartamento, 0.00 de área total, 51.73 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535245982
 8787702514695 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;RUA SARGENTO PEDRO NAZARE RODRIGUES MACH, N. 820, Apto 402, BL B ;87.819,45;150.000,00;41.46;Não;Apartamento, 47.95 de área total, 47.95 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702514695
 8787721268777 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;RUA SEVERINA CRISPIM VERAS, N. 21, Apto 206, 1 ANDAR ;90.746,77;155.000,00;41.46;Não;Apartamento, 68.19 de área total, 44.29 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721268777
 8555524268331 ;PB ;JOAO PESSOA ;OITIZEIRO ;RUA SILVIA BEZERRA GUEDES, N. 651, Apto 304, BL F ;87.168,74;148.888,56;41.46;Não;Apartamento, 0.00 de área total, 43.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524268331
 8444432314947 ;PB ;JOAO PESSOA ;MUMBABA ;R ESTUDANTE HUMBERLUCIO SIQUEIRA D OLIVEIRA JR, N. 315, Apto 201, ;83.721,21;143.000,00;41.46;Não;Apartamento, 52.95 de área total, 42.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432314947
 8555502588155 ;PB ;JOAO PESSOA ;AGUA FRIA ; RUA CARTEIRO OLIVIO PONTES, N. 410, Apto 206, PREDIO RES MILANO ;94.222,54;159.000,00;40.75;Não;Apartamento, 61.10 de área total, 35.11 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502588155
 8555528591102 ;PB ;JOAO PESSOA ;ALTO DO MATEUS ;RUA CORONEL JOCA VELHO, N. 500, Apto 101, TÉRREO, BL G ;100.741,08;170.000,00;40.75;Não;Apartamento, 86.02 de área total, 65.48 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555528591102
 8090400079215 ;PB ;JOAO PESSOA ;FUNCIONARIOS ;RUA SEBASTIANA PEREIRA GOMES, N. 29, CS 31 ;94.262,00;159.066,59;40.75;Não;Casa, 0.00 de área total, 53.42 de área privativa, 109.12 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8090400079215
 8444426194536 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA DOS MAMOEIROS, N. 227, Apto 106, TÉRREO, BL C ;99.555,89;168.000,00;40.75;Não;Apartamento, 70.25 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426194536
 8444426362323 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CARAMBOLAS, N. 255, Apto 203, BL B ;98.370,70;166.000,00;40.75;Não;Apartamento, 83.85 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426362323
 8444427147965 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CARAMBOLAS, N. 255, Apto 101, TÉRREO, BL E ;96.000,33;162.000,00;40.75;Não;Apartamento, 71.65 de área total, 49.40 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427147965
 8444427237778 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CARAMBOLAS, N. 255, Apto 305, BL F ;98.370,70;166.000,00;40.75;Não;Apartamento, 83.85 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427237778
 8444427477043 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CARAMBOLAS, N. 255, Apto 205, BL G ;98.370,70;166.000,00;40.75;Não;Apartamento, 83.85 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427477043
