
 Lista de Imóveis da Caixa;;Data de geração:;22/06/2026;;;;;;;
 8444423174429 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 307, BL D ;66.055,31;155.640,44;57.56;Não;Apartamento, 60.84 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423174429
 1444419564562 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 301, BL 18A ;54.580,17;126.000,00;56.69;Não;Apartamento, 0.00 de área total, 44.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419564562
 8444407659979 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ; R RADIALISTA NILTON FRANCISCO DOS SANTOS JUNIOR, N. 1014, Apto 102, ;42.850,93;97.000,00;55.83;Não;Apartamento, 0.00 de área total, 50.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407659979
 8787704234452 ;PB ;JOAO PESSOA ;VALENTINA DE FIGUEIREDO ;RUA TELEGRAFISTA CHATEAUBRIAND BRASIL FILHO, N. 700, Apto 206, BL E ;61.002,41;138.000,00;55.80;Não;Apartamento, 0.00 de área total, 48.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704234452
 8444423083636 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 301, BL C ;57.908,08;131.000,00;55.80;Não;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423083636
 8787701106364 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 406, BL 11 ;56.139,90;127.000,00;55.80;Não;Apartamento, 0.00 de área total, 44.63 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701106364
 8787710863857 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 103, BL 19 ;60.560,36;137.000,00;55.80;Não;Apartamento, 0.00 de área total, 44.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710863857
 10206156 ;PB ;JOAO PESSOA ;CENTRO ;AVENIDA BEAUREPAIRE ROHAN, N. 447 ;70.906,72;160.000,00;55.69;Não;Casa, 0.00 de área total, 74.00 de área privativa, 151.42 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10206156
 8787703404354 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 302, 302, BL A6 ;63.026,77;141.000,00;55.31;Não;Apartamento, 0.00 de área total, 44.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703404354
 8444409365735 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ANTONIO GOMES DE CARVALHO, N. 20, Apto 101, ;63.473,77;142.000,00;55.31;Não;Apartamento, 0.00 de área total, 50.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409365735
 8444414880600 ;PB ;JOAO PESSOA ;GRAMAME ; RUA DOS IPES, N. 702, Apto 202, ;66.155,76;148.000,00;55.31;Não;Apartamento, 0.00 de área total, 57.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414880600
 8444424724090 ;PB ;JOAO PESSOA ;GRAMAME ;RUA PROFESSORA ALICE MENDES DA NOBREGA, N. 274, Apto 201 ;67.049,76;150.000,00;55.31;Não;Apartamento, 0.00 de área total, 47.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424724090
 8555517993557 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ROMUALDO ROLIM, N. 80, Apto 104, BL E ;67.496,76;151.000,00;55.31;Não;Apartamento, 0.00 de área total, 61.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517993557
 8787701503010 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;RUA JORNALISTA ANTONIO BARRETO NETO, N. 58, Apto 404, BL A ;68.390,75;153.000,00;55.31;Não;Apartamento, 0.00 de área total, 48.50 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701503010
 8444422881156 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 204, BL D ;66.016,07;145.000,00;54.48;Não;Apartamento, 0.00 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422881156
 8787711690808 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 108, BL. A09 ;50.004,48;108.000,00;53.70;Não;Apartamento, 0.00 de área total, 36.33 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711690808
 8444412601932 ;PB ;JOAO PESSOA ;INDUSTRIAS ;RUA PAU DARCO, N. 10, Apto 102, ;49.541,47;107.000,00;53.70;Não;Apartamento, 0.00 de área total, 48.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412601932
 8787710719764 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 108, BL A13 SUBCOND A ;55.744,84;120.000,00;53.55;Não;Apartamento, 0.00 de área total, 36.33 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710719764
 8444426282460 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR AUGUSTO DE ALMEIDA FILHO, N. 120, Apto 308, BL B ;54.815,76;118.000,00;53.55;Não;Apartamento, 0.00 de área total, 41.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426282460
 8787702096842 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 306, BLOCO 14 ;55.744,84;120.000,00;53.55;Não;Apartamento, 0.00 de área total, 44.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702096842
 8787711018069 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 402, BL19 - TIPO A ;58.033,27;124.926,22;53.55;Não;Apartamento, 0.00 de área total, 44.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711018069
 8555515353887 ;PB ;JOAO PESSOA ;PARATIBE ;RUA HELENO FRANCISCO PEREIRA, N. 173, CS 102 LT 54 QD 85 ;58.067,54;125.000,00;53.55;Não;Casa, 0.00 de área total, 45.36 de área privativa, 400.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555515353887
 8555538704961 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 208, 1º ANDAR DO BLOCO A18 DO SUBCOND. A ;66.976,96;143.000,00;53.17;Não;Apartamento, 68.42 de área total, 46.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538704961
 8444426080670 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 203, BL B03, SUBCOND B ;62.936,37;134.000,00;53.04;Não;Apartamento, 0.00 de área total, 45.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426080670
 8444413198252 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ANTONIO IZAIAS DA COSTA, N. 146, Apto 202, ;64.345,39;137.000,00;53.04;Não;Apartamento, 0.00 de área total, 59.76 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413198252
 8444423051726 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 106, BLOCO A ;63.406,03;135.000,00;53.04;Não;Apartamento, 0.00 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423051726
 8444425259103 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 103, Apto 207, BL B ;60.867,93;129.596,01;53.04;Não;Apartamento, 0.00 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425259103
 8444426585896 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR AUGUSTO DE ALMEIDA FILHO, N. 120, Apto 204, 1º ANDAR BLOCO C ;60.118,32;128.000,00;53.04;Não;Apartamento, 0.00 de área total, 41.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426585896
 8787716814262 ;PB ;JOAO PESSOA ;GRAMAME ;RUA NAIR MARANHAO DE ALMEIDA, N. 140, Apto 406 ;63.406,03;135.000,00;53.04;Não;Apartamento, 0.00 de área total, 45.32 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716814262
 8444431132373 ;PB ;JOAO PESSOA ;PARATIBE ;RUA FRANCISCO DE ASSIS DIAS, N. 80, Apto 403, BL F ;63.406,03;135.000,00;53.04;Não;Apartamento, 0.00 de área total, 43.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431132373
 8444403986762 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA TOPOGRAFO HELY GUERRA DE ANDRADE LIMA, N. 122, Apto 302, ;70.290,49;148.000,00;52.51;Não;Apartamento, 0.00 de área total, 58.64 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403986762
 8787706602890 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 307, BL A10 SUBCOND A ;66.965,94;141.000,00;52.51;Não;Apartamento, 0.00 de área total, 45.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706602890
 8787709230617 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 303,  BL 09 SUBCONDOMÍNIO B ;66.965,94;141.000,00;52.51;Não;Apartamento, 0.00 de área total, 45.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709230617
 8787712400404 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 102, BL B11 ;66.491,01;140.000,00;52.51;Não;Apartamento, 0.00 de área total, 44.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712400404
 8444430035919 ;PB ;JOAO PESSOA ;INDUSTRIAS ;RUA DOS DIAMANTES, N. 650, Apto 102, BLOCO V ;68.495,43;144.220,42;52.51;Não;Apartamento, 0.00 de área total, 48.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430035919
 8444426462280 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CICERO CESAR MOREIRA DE OLIVEIRA, N. 184, Apto 201, 1º ANDAR ;70.583,49;148.616,92;52.51;Não;Apartamento, 0.00 de área total, 46.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426462280
 8787715654091 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CARAMBOLAS, N. 255, Apto 403, BL J ;66.491,01;140.000,00;52.51;Não;Apartamento, 0.00 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715654091
 8787702004093 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 202, ;68.865,69;145.000,00;52.51;Não;Apartamento, 0.00 de área total, 44.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702004093
 8787711374612 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARLUCE BELMONT CAVALCANTE, N. 80, Apto 303, LOT 132 QD 212 BL 3 ;71.715,30;151.000,00;52.51;Não;Apartamento, 0.00 de área total, 43.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711374612
 8444422950042 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 101, BL A ;59.153,75;123.700,00;52.18;Não;Apartamento, 0.00 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422950042
 8444423157508 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 402,  BL D ;56.762,73;118.700,00;52.18;Não;Apartamento, 0.00 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423157508
 8444426286015 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR AUGUSTO DE ALMEIDA FILHO, N. 120, Apto 207, BL B ;56.427,99;118.000,00;52.18;Não;Apartamento, 0.00 de área total, 41.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426286015
 8444408603780 ;PB ;JOAO PESSOA ;PARATIBE ;RUA JEQUITIBA ROSA, N. 161, Apto 202, BL B ;59.775,41;125.000,00;52.18;Não;Apartamento, 0.00 de área total, 44.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408603780
 8444427024448 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA DOMINGOS JOSE DA PAIXAO, N. 1460, Apto 309, 2º ANDAR,  BL F ;63.336,97;131.000,00;51.66;Não;Apartamento, 0.00 de área total, 46.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427024448
 8555518871218 ;PB ;JOAO PESSOA ;GRAMAME ;R ROMUALDO ROLIM, N. 80, Apto 204, BL D ;60.919,53;126.000,00;51.66;Não;Apartamento, 0.00 de área total, 59.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518871218
 8787711254200 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARLUCE BELMONT CAVALCANTE, N. 80, Apto 402A, 3º ANDAR, BL03 ;66.721,39;138.000,00;51.66;Não;Apartamento, 0.00 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711254200
 8787702605445 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CAFEZAIS, N. 32, Apto 304, 2º ANDAR ;69.424,44;142.000,00;51.11;Não;Apartamento, 0.00 de área total, 47.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702605445
 8444403690529 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DORISE SOUZA VIANA, N. 121, Apto 102, ;58.532,08;119.000,00;50.82;Não;Apartamento, 0.00 de área total, 41.05 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403690529
 8444415635714 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ANTONIO CARNEIRO DE PAIVA, N. 355, Apto 306, QD 141 ;75.430,98;150.000,00;49.72;Não;Apartamento, 0.00 de área total, 51.46 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415635714
 8787710412855 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 303, BL A08 ;57.630,33;114.000,00;49.45;Não;Apartamento, 0.00 de área total, 45.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710412855
 8787708118040 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 403, BL 18 ;63.191,15;125.000,00;49.45;Não;Apartamento, 0.00 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708118040
 8444403331561 ;PB ;JOAO PESSOA ;PARATIBE ;RUA ARAUCARIA, N. 158, Apto 202, PAV 1 ;62.180,10;123.000,00;49.45;Não;Apartamento, 0.00 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403331561
 8787701246735 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA ESTUDANTE DALMO BELMONT, N. SN, Apto 204, ;65.270,92;129.000,00;49.41;Não;Apartamento, 0.00 de área total, 44.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701246735
 8444402382057 ;PB ;JOAO PESSOA ;VALENTINA DE FIGUEIREDO ;RUA ANTONIO JOSE DO NASCIMENTO, N. 46, Apto 104, ;66.445,10;130.000,00;48.89;Não;Apartamento, 62.82 de área total, 44.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402382057
 8555539299300 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 101, BL A03 ;70.534,04;138.000,00;48.89;Não;Apartamento, 0.00 de área total, 44.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539299300
 8444422862739 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 403, BL C ;69.000,68;135.000,00;48.89;Não;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422862739
 8787718945682 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARIA EMILIA DE ALMEIDA WANDERLEY, N. 45, Apto 403, 3° ANDAR ;66.445,10;130.000,00;48.89;Não;Apartamento, 0.00 de área total, 39.41 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718945682
 8787705718488 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 105, BL  A09 ;77.526,28;150.000,00;48.32;Não;Apartamento, 0.00 de área total, 44.81 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705718488
 8444416793550 ;PB ;JOAO PESSOA ;INDUSTRIAS ;RUA JAMBEIROS, N. 48, Apto 102, 102, APTO 102 ;73.391,55;142.000,00;48.32;Não;Apartamento, 118.02 de área total, 88.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416793550
 8444425245773 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA EUCLIDES NUNES MACHADO, N. 79, Apto 301, BL 02- LT 404- QD17 ;74.452,11;144.052,00;48.32;Não;Apartamento, 0.00 de área total, 51.97 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425245773
